State Name,State Fips,Year,Quarter,Month,MW,
Arkansas,5,1990,4,12,3.8,
Arkansas,5,1991,1,1,3.8,
Arkansas,5,1991,1,2,3.8,
Arkansas,5,1991,1,3,3.8,
Arkansas,5,1991,2,4,4.25,
Arkansas,5,1991,2,5,4.25,
Arkansas,5,1991,2,6,4.25,
Arkansas,5,1991,3,7,4.25,
Arkansas,5,1991,3,8,4.25,
Arkansas,5,1991,3,9,4.25,
Arkansas,5,1991,4,10,4.25,
Arkansas,5,1991,4,11,4.25,
Arkansas,5,1991,4,12,4.25,
Arkansas,5,1992,1,1,4.25,
Arkansas,5,1992,1,2,4.25,
Arkansas,5,1992,1,3,4.25,
Arkansas,5,1992,2,4,4.25,
Arkansas,5,1992,2,5,4.25,
Arkansas,5,1992,2,6,4.25,
Arkansas,5,1992,3,7,4.25,
Arkansas,5,1992,3,8,4.25,
Arkansas,5,1992,3,9,4.25,
Arkansas,5,1992,4,10,4.25,
Arkansas,5,1992,4,11,4.25,
Arkansas,5,1992,4,12,4.25,
Arkansas,5,1993,1,1,4.25,
Arkansas,5,1993,1,2,4.25,
Arkansas,5,1993,1,3,4.25,
Arkansas,5,1993,2,4,4.25,
Arkansas,5,1993,2,5,4.25,
Arkansas,5,1993,2,6,4.25,
Arkansas,5,1993,3,7,4.25,
Arkansas,5,1993,3,8,4.25,
Arkansas,5,1993,3,9,4.25,
Arkansas,5,1993,4,10,4.25,
Arkansas,5,1993,4,11,4.25,
Arkansas,5,1993,4,12,4.25,
Arkansas,5,1994,1,1,4.25,
Arkansas,5,1994,1,2,4.25,
Arkansas,5,1994,1,3,4.25,
Arkansas,5,1994,2,4,4.25,
Arkansas,5,1994,2,5,4.25,
Arkansas,5,1994,2,6,4.25,
Arkansas,5,1994,3,7,4.25,
Arkansas,5,1994,3,8,4.25,
Arkansas,5,1994,3,9,4.25,
Arkansas,5,1994,4,10,4.25,
Arkansas,5,1994,4,11,4.25,
Arkansas,5,1994,4,12,4.25,
Arkansas,5,1995,1,1,4.25,
Arkansas,5,1995,1,2,4.25,
Arkansas,5,1995,1,3,4.25,
Arkansas,5,1995,2,4,4.25,
Arkansas,5,1995,2,5,4.25,
Arkansas,5,1995,2,6,4.25,
Arkansas,5,1995,3,7,4.25,
Arkansas,5,1995,3,8,4.25,
Arkansas,5,1995,3,9,4.25,
Arkansas,5,1995,4,10,4.25,
Arkansas,5,1995,4,11,4.25,
Arkansas,5,1995,4,12,4.25,
Arkansas,5,1996,1,1,4.25,
Arkansas,5,1996,1,2,4.25,
Arkansas,5,1996,1,3,4.25,
Arkansas,5,1996,2,4,4.25,
Arkansas,5,1996,2,5,4.25,
Arkansas,5,1996,2,6,4.25,
Arkansas,5,1996,3,7,4.25,
Arkansas,5,1996,3,8,4.25,
Arkansas,5,1996,3,9,4.25,
Arkansas,5,1996,4,10,4.75,
Arkansas,5,1996,4,11,4.75,
Arkansas,5,1996,4,12,4.75,
Arkansas,5,1997,1,1,4.75,
Arkansas,5,1997,1,2,4.75,
Arkansas,5,1997,1,3,4.75,
Arkansas,5,1997,2,4,4.75,
Arkansas,5,1997,2,5,4.75,
Arkansas,5,1997,2,6,4.75,
Arkansas,5,1997,3,7,4.75,
Arkansas,5,1997,3,8,4.75,
Arkansas,5,1997,3,9,5.15,
Arkansas,5,1997,4,10,5.15,
Arkansas,5,1997,4,11,5.15,
Arkansas,5,1997,4,12,5.15,
Arkansas,5,1998,1,1,5.15,
Arkansas,5,1998,1,2,5.15,
Arkansas,5,1998,1,3,5.15,
Arkansas,5,1998,2,4,5.15,
Arkansas,5,1998,2,5,5.15,
Arkansas,5,1998,2,6,5.15,
Arkansas,5,1998,3,7,5.15,
Arkansas,5,1998,3,8,5.15,
Arkansas,5,1998,3,9,5.15,
Arkansas,5,1998,4,10,5.15,
Arkansas,5,1998,4,11,5.15,
Arkansas,5,1998,4,12,5.15,
Arkansas,5,1999,1,1,5.15,
Arkansas,5,1999,1,2,5.15,
Arkansas,5,1999,1,3,5.15,
Arkansas,5,1999,2,4,5.15,
Arkansas,5,1999,2,5,5.15,
Arkansas,5,1999,2,6,5.15,
Arkansas,5,1999,3,7,5.15,
Arkansas,5,1999,3,8,5.15,
Arkansas,5,1999,3,9,5.15,
Arkansas,5,1999,4,10,5.15,
Arkansas,5,1999,4,11,5.15,
Arkansas,5,1999,4,12,5.15,
Arkansas,5,2000,1,1,5.15,
Arkansas,5,2000,1,2,5.15,
Arkansas,5,2000,1,3,5.15,
Arkansas,5,2000,2,4,5.15,
Arkansas,5,2000,2,5,5.15,
Arkansas,5,2000,2,6,5.15,
Arkansas,5,2000,3,7,5.15,
Arkansas,5,2000,3,8,5.15,
Arkansas,5,2000,3,9,5.15,
Arkansas,5,2000,4,10,5.15,
Arkansas,5,2000,4,11,5.15,
Arkansas,5,2000,4,12,5.15,
Arkansas,5,2001,1,1,5.15,
Arkansas,5,2001,1,2,5.15,
Arkansas,5,2001,1,3,5.15,
Arkansas,5,2001,2,4,5.15,
Arkansas,5,2001,2,5,5.15,
Arkansas,5,2001,2,6,5.15,
Arkansas,5,2001,3,7,5.15,
Arkansas,5,2001,3,8,5.15,
Arkansas,5,2001,3,9,5.15,
Arkansas,5,2001,4,10,5.15,
Arkansas,5,2001,4,11,5.15,
Arkansas,5,2001,4,12,5.15,
Arkansas,5,2002,1,1,5.15,
Arkansas,5,2002,1,2,5.15,
Arkansas,5,2002,1,3,5.15,
Arkansas,5,2002,2,4,5.15,
Arkansas,5,2002,2,5,5.15,
Arkansas,5,2002,2,6,5.15,
Arkansas,5,2002,3,7,5.15,
Arkansas,5,2002,3,8,5.15,
Arkansas,5,2002,3,9,5.15,
Arkansas,5,2002,4,10,5.15,
Arkansas,5,2002,4,11,5.15,
Arkansas,5,2002,4,12,5.15,
Arkansas,5,2003,1,1,5.15,
Arkansas,5,2003,1,2,5.15,
Arkansas,5,2003,1,3,5.15,
Arkansas,5,2003,2,4,5.15,
Arkansas,5,2003,2,5,5.15,
Arkansas,5,2003,2,6,5.15,
Arkansas,5,2003,3,7,5.15,
Arkansas,5,2003,3,8,5.15,
Arkansas,5,2003,3,9,5.15,
Arkansas,5,2003,4,10,5.15,
Arkansas,5,2003,4,11,5.15,
Arkansas,5,2003,4,12,5.15,
Arkansas,5,2004,1,1,5.15,
Arkansas,5,2004,1,2,5.15,
Arkansas,5,2004,1,3,5.15,
Arkansas,5,2004,2,4,5.15,
Arkansas,5,2004,2,5,5.15,
Arkansas,5,2004,2,6,5.15,
Arkansas,5,2004,3,7,5.15,
Arkansas,5,2004,3,8,5.15,
Arkansas,5,2004,3,9,5.15,
Arkansas,5,2004,4,10,5.15,
Arkansas,5,2004,4,11,5.15,
Arkansas,5,2004,4,12,5.15,
Arkansas,5,2005,1,1,5.15,
Arkansas,5,2005,1,2,5.15,
Arkansas,5,2005,1,3,5.15,
Arkansas,5,2005,2,4,5.15,
Arkansas,5,2005,2,5,5.15,
Arkansas,5,2005,2,6,5.15,
Arkansas,5,2005,3,7,5.15,
Arkansas,5,2005,3,8,5.15,
Arkansas,5,2005,3,9,5.15,
Arkansas,5,2005,4,10,5.15,
Arkansas,5,2005,4,11,5.15,
Arkansas,5,2005,4,12,5.15,
Arkansas,5,2006,1,1,5.15,
Arkansas,5,2006,1,2,5.15,
Arkansas,5,2006,1,3,5.15,
Arkansas,5,2006,2,4,5.15,
Arkansas,5,2006,2,5,5.15,
Arkansas,5,2006,2,6,5.15,
Arkansas,5,2006,3,7,5.15,
Arkansas,5,2006,3,8,5.15,
Arkansas,5,2006,3,9,5.15,
Arkansas,5,2006,4,10,6.25,
Arkansas,5,2006,4,11,6.25,
Arkansas,5,2006,4,12,6.25,
Arkansas,5,2007,1,1,6.25,
Arkansas,5,2007,1,2,6.25,
Arkansas,5,2007,1,3,6.25,
Arkansas,5,2007,2,4,6.25,
Arkansas,5,2007,2,5,6.25,
Arkansas,5,2007,2,6,6.25,
Arkansas,5,2007,3,7,6.25,
Arkansas,5,2007,3,8,6.25,
Arkansas,5,2007,3,9,6.25,
Arkansas,5,2007,4,10,6.25,
Arkansas,5,2007,4,11,6.25,
Arkansas,5,2007,4,12,6.25,
Arkansas,5,2008,1,1,6.25,
Arkansas,5,2008,1,2,6.25,
Arkansas,5,2008,1,3,6.25,
Arkansas,5,2008,2,4,6.25,
Arkansas,5,2008,2,5,6.25,
Arkansas,5,2008,2,6,6.25,
Arkansas,5,2008,3,7,6.25,
Arkansas,5,2008,3,8,6.55,
Arkansas,5,2008,3,9,6.55,
Arkansas,5,2008,4,10,6.55,
Arkansas,5,2008,4,11,6.55,
Arkansas,5,2008,4,12,6.55,
Arkansas,5,2009,1,1,6.55,
Arkansas,5,2009,1,2,6.55,
Arkansas,5,2009,1,3,6.55,
Arkansas,5,2009,2,4,6.55,
Arkansas,5,2009,2,5,6.55,
Arkansas,5,2009,2,6,6.55,
Arkansas,5,2009,3,7,6.55,
Arkansas,5,2009,3,8,7.25,
Arkansas,5,2009,3,9,7.25,
Arkansas,5,2009,4,10,7.25,
Arkansas,5,2009,4,11,7.25,
Arkansas,5,2009,4,12,7.25,
Arkansas,5,2010,1,1,7.25,
Arkansas,5,2010,1,2,7.25,
Arkansas,5,2010,1,3,7.25,
Arkansas,5,2010,2,4,7.25,
Arkansas,5,2010,2,5,7.25,
Arkansas,5,2010,2,6,7.25,
Arkansas,5,2010,3,7,7.25,
Arkansas,5,2010,3,8,7.25,
Arkansas,5,2010,3,9,7.25,
Arkansas,5,2010,4,10,7.25,
Arkansas,5,2010,4,11,7.25,
Arkansas,5,2010,4,12,7.25,
Arkansas,5,2011,1,1,7.25,
Arkansas,5,2011,1,2,7.25,
Arkansas,5,2011,1,3,7.25,
Arkansas,5,2011,2,4,7.25,
Arkansas,5,2011,2,5,7.25,
Arkansas,5,2011,2,6,7.25,
Arkansas,5,2011,3,7,7.25,
Arkansas,5,2011,3,8,7.25,
Arkansas,5,2011,3,9,7.25,
Arkansas,5,2011,4,10,7.25,
Arkansas,5,2011,4,11,7.25,
Arkansas,5,2011,4,12,7.25,
Arkansas,5,2012,1,1,7.25,
Arkansas,5,2012,1,2,7.25,
Arkansas,5,2012,1,3,7.25,
Arkansas,5,2012,2,4,7.25,
Arkansas,5,2012,2,5,7.25,
Arkansas,5,2012,2,6,7.25,
Arkansas,5,2012,3,7,7.25,
Arkansas,5,2012,3,8,7.25,
Arkansas,5,2012,3,9,7.25,
Arkansas,5,2012,4,10,7.25,
Arkansas,5,2012,4,11,7.25,
Arkansas,5,2012,4,12,7.25,
Arkansas,5,2013,1,1,7.25,
Arkansas,5,2013,1,2,7.25,
Arkansas,5,2013,1,3,7.25,
Arkansas,5,2013,2,4,7.25,
Arkansas,5,2013,2,5,7.25,
Arkansas,5,2013,2,6,7.25,
Arkansas,5,2013,3,7,7.25,
Arkansas,5,2013,3,8,7.25,
Arkansas,5,2013,3,9,7.25,
Arkansas,5,2013,4,10,7.25,
Arkansas,5,2013,4,11,7.25,
Arkansas,5,2013,4,12,7.25,
Arkansas,5,2014,1,1,7.25,
Arkansas,5,2014,1,2,7.25,
Arkansas,5,2014,1,3,7.25,
Arkansas,5,2014,2,4,7.25,
Arkansas,5,2014,2,5,7.25,
Arkansas,5,2014,2,6,7.25,
Arkansas,5,2014,3,7,7.25,
Arkansas,5,2014,3,8,7.25,
Arkansas,5,2014,3,9,7.25,
Arkansas,5,2014,4,10,7.25,
Arkansas,5,2014,4,11,7.25,
Arkansas,5,2014,4,12,7.25,
Arkansas,5,2015,1,1,7.5,
Arkansas,5,2015,1,2,7.5,
Arkansas,5,2015,1,3,7.5,
Arkansas,5,2015,2,4,7.5,
Arkansas,5,2015,2,5,7.5,
Arkansas,5,2015,2,6,7.5,
Arkansas,5,2015,3,7,7.5,
Arkansas,5,2015,3,8,7.5,
Arkansas,5,2015,3,9,7.5,
Arkansas,5,2015,4,10,7.5,
Arkansas,5,2015,4,11,7.5,
Arkansas,5,2015,4,12,7.5,
Arkansas,5,2016,1,1,8,
Arkansas,5,2016,1,2,8,
Arkansas,5,2016,1,3,8,
Arkansas,5,2016,2,4,8,
Arkansas,5,2016,2,5,8,
Arkansas,5,2016,2,6,8,
Arkansas,5,2016,3,7,8,
Arkansas,5,2016,3,8,8,
Arkansas,5,2016,3,9,8,
Arkansas,5,2016,4,10,8,
Arkansas,5,2016,4,11,8,
Arkansas,5,2016,4,12,8,
Arkansas,5,2017,1,1,8.5,
Arkansas,5,2017,1,2,8.5,
Arkansas,5,2017,1,3,8.5,
Arkansas,5,2017,2,4,8.5,
Arkansas,5,2017,2,5,8.5,
Arkansas,5,2017,2,6,8.5,
Arkansas,5,2017,3,7,8.5,
Arkansas,5,2017,3,8,8.5,
Arkansas,5,2017,3,9,8.5,
Arkansas,5,2017,4,10,8.5,
Arkansas,5,2017,4,11,8.5,
Arkansas,5,2017,4,12,8.5,
Arkansas,5,2018,1,1,8.5,
Arkansas,5,2018,1,2,8.5,
Arkansas,5,2018,1,3,8.5,
Arkansas,5,2018,2,4,8.5,
Arkansas,5,2018,2,5,8.5,
Arkansas,5,2018,2,6,8.5,
Arkansas,5,2018,3,7,8.5,
Arkansas,5,2018,3,8,8.5,
Arkansas,5,2018,3,9,8.5,
Arkansas,5,2018,4,10,8.5,
Arkansas,5,2018,4,11,8.5,
Arkansas,5,2018,4,12,8.5,
Arkansas,5,2019,1,1,9.25,
Arkansas,5,2019,1,2,9.25,
Arkansas,5,2019,1,3,9.25,
Arkansas,5,2019,2,4,9.25,
Arkansas,5,2019,2,5,9.25,
Arkansas,5,2019,2,6,9.25,
Arkansas,5,2019,3,7,9.25,
Arkansas,5,2019,3,8,9.25,
Arkansas,5,2019,3,9,9.25,
California,6,1960,1,1,1,
California,6,1960,1,2,1,
California,6,1960,1,3,1,
California,6,1960,2,4,1,
California,6,1960,2,5,1,
California,6,1960,2,6,1,
California,6,1960,3,7,1,
California,6,1960,3,8,1,
California,6,1960,3,9,1,
California,6,1960,4,10,1,
California,6,1960,4,11,1,
California,6,1960,4,12,1,
California,6,1961,1,1,1,
California,6,1961,1,2,1,
California,6,1961,1,3,1,
California,6,1961,2,4,1,
California,6,1961,2,5,1,
California,6,1961,2,6,1,
California,6,1961,3,7,1,
California,6,1961,3,8,1,
California,6,1961,3,9,1.15,
California,6,1961,4,10,1.15,
California,6,1961,4,11,1.15,
California,6,1961,4,12,1.15,
California,6,1962,1,1,1.15,
California,6,1962,1,2,1.15,
California,6,1962,1,3,1.15,
California,6,1962,2,4,1.15,
California,6,1962,2,5,1.15,
California,6,1962,2,6,1.15,
California,6,1962,3,7,1.15,
California,6,1962,3,8,1.15,
California,6,1962,3,9,1.15,
California,6,1962,4,10,1.15,
California,6,1962,4,11,1.15,
California,6,1962,4,12,1.15,
California,6,1963,1,1,1.15,
California,6,1963,1,2,1.15,
California,6,1963,1,3,1.15,
California,6,1963,2,4,1.15,
California,6,1963,2,5,1.15,
California,6,1963,2,6,1.15,
California,6,1963,3,7,1.15,
California,6,1963,3,8,1.15,
California,6,1963,3,9,1.25,
California,6,1963,4,10,1.25,
California,6,1963,4,11,1.25,
California,6,1963,4,12,1.25,
California,6,1964,1,1,1.25,
California,6,1964,1,2,1.25,
California,6,1964,1,3,1.25,
California,6,1964,2,4,1.25,
California,6,1964,2,5,1.25,
California,6,1964,2,6,1.25,
California,6,1964,3,7,1.25,
California,6,1964,3,8,1.25,
California,6,1964,3,9,1.25,
California,6,1964,4,10,1.25,
California,6,1964,4,11,1.25,
California,6,1964,4,12,1.25,
California,6,1965,1,1,1.25,
California,6,1965,1,2,1.25,
California,6,1965,1,3,1.25,
California,6,1965,2,4,1.25,
California,6,1965,2,5,1.25,
California,6,1965,2,6,1.25,
California,6,1965,3,7,1.25,
California,6,1965,3,8,1.25,
California,6,1965,3,9,1.25,
California,6,1965,4,10,1.25,
California,6,1965,4,11,1.25,
California,6,1965,4,12,1.25,
California,6,1966,1,1,1.25,
California,6,1966,1,2,1.25,
California,6,1966,1,3,1.25,
California,6,1966,2,4,1.25,
California,6,1966,2,5,1.25,
California,6,1966,2,6,1.25,
California,6,1966,3,7,1.25,
California,6,1966,3,8,1.25,
California,6,1966,3,9,1.25,
California,6,1966,4,10,1.25,
California,6,1966,4,11,1.25,
California,6,1966,4,12,1.25,
California,6,1967,1,1,1.25,
California,6,1967,1,2,1.4,
California,6,1967,1,3,1.4,
California,6,1967,2,4,1.4,
California,6,1967,2,5,1.4,
California,6,1967,2,6,1.4,
California,6,1967,3,7,1.4,
California,6,1967,3,8,1.4,
California,6,1967,3,9,1.4,
California,6,1967,4,10,1.4,
California,6,1967,4,11,1.4,
California,6,1967,4,12,1.4,
California,6,1968,1,1,1.4,
California,6,1968,1,2,1.6,
California,6,1968,1,3,1.6,
California,6,1968,2,4,1.6,
California,6,1968,2,5,1.6,
California,6,1968,2,6,1.6,
California,6,1968,3,7,1.6,
California,6,1968,3,8,1.6,
California,6,1968,3,9,1.6,
California,6,1968,4,10,1.6,
California,6,1968,4,11,1.6,
California,6,1968,4,12,1.6,
California,6,1969,1,1,1.6,
California,6,1969,1,2,1.6,
California,6,1969,1,3,1.6,
California,6,1969,2,4,1.6,
California,6,1969,2,5,1.6,
California,6,1969,2,6,1.6,
California,6,1969,3,7,1.6,
California,6,1969,3,8,1.6,
California,6,1969,3,9,1.6,
California,6,1969,4,10,1.6,
California,6,1969,4,11,1.6,
California,6,1969,4,12,1.6,
California,6,1970,1,1,1.6,
California,6,1970,1,2,1.6,
California,6,1970,1,3,1.6,
California,6,1970,2,4,1.6,
California,6,1970,2,5,1.6,
California,6,1970,2,6,1.6,
California,6,1970,3,7,1.6,
California,6,1970,3,8,1.6,
California,6,1970,3,9,1.6,
California,6,1970,4,10,1.6,
California,6,1970,4,11,1.6,
California,6,1970,4,12,1.6,
California,6,1971,1,1,1.6,
California,6,1971,1,2,1.6,
California,6,1971,1,3,1.6,
California,6,1971,2,4,1.6,
California,6,1971,2,5,1.6,
California,6,1971,2,6,1.6,
California,6,1971,3,7,1.6,
California,6,1971,3,8,1.6,
California,6,1971,3,9,1.6,
California,6,1971,4,10,1.6,
California,6,1971,4,11,1.6,
California,6,1971,4,12,1.6,
California,6,1972,1,1,1.6,
California,6,1972,1,2,1.6,
California,6,1972,1,3,1.6,
California,6,1972,2,4,1.6,
California,6,1972,2,5,1.6,
California,6,1972,2,6,1.6,
California,6,1972,3,7,1.6,
California,6,1972,3,8,1.6,
California,6,1972,3,9,1.6,
California,6,1972,4,10,1.6,
California,6,1972,4,11,1.6,
California,6,1972,4,12,1.6,
California,6,1973,1,1,1.6,
California,6,1973,1,2,1.6,
California,6,1973,1,3,1.6,
California,6,1973,2,4,1.6,
California,6,1973,2,5,1.6,
California,6,1973,2,6,1.6,
California,6,1973,3,7,1.6,
California,6,1973,3,8,1.6,
California,6,1973,3,9,1.6,
California,6,1973,4,10,1.6,
California,6,1973,4,11,1.6,
California,6,1973,4,12,1.6,
California,6,1974,1,1,1.6,
California,6,1974,1,2,1.6,
California,6,1974,1,3,1.6,
California,6,1974,2,4,2,
California,6,1974,2,5,2,
California,6,1974,2,6,2,
California,6,1974,3,7,2,
California,6,1974,3,8,2,
California,6,1974,3,9,2,
California,6,1974,4,10,2,
California,6,1974,4,11,2,
California,6,1974,4,12,2,
California,6,1975,1,1,2.1,
California,6,1975,1,2,2.1,
California,6,1975,1,3,2.1,
California,6,1975,2,4,2.1,
California,6,1975,2,5,2.1,
California,6,1975,2,6,2.1,
California,6,1975,3,7,2.1,
California,6,1975,3,8,2.1,
California,6,1975,3,9,2.1,
California,6,1975,4,10,2.1,
California,6,1975,4,11,2.1,
California,6,1975,4,12,2.1,
California,6,1976,1,1,2.3,
California,6,1976,1,2,2.3,
California,6,1976,1,3,2.3,
California,6,1976,2,4,2.3,
California,6,1976,2,5,2.3,
California,6,1976,2,6,2.3,
California,6,1976,3,7,2.3,
California,6,1976,3,8,2.3,
California,6,1976,3,9,2.3,
California,6,1976,4,10,2.4,
California,6,1976,4,11,2.5,
California,6,1976,4,12,2.5,
California,6,1977,1,1,2.5,
California,6,1977,1,2,2.5,
California,6,1977,1,3,2.5,
California,6,1977,2,4,2.5,
California,6,1977,2,5,2.5,
California,6,1977,2,6,2.5,
California,6,1977,3,7,2.5,
California,6,1977,3,8,2.5,
California,6,1977,3,9,2.5,
California,6,1977,4,10,2.5,
California,6,1977,4,11,2.5,
California,6,1977,4,12,2.5,
California,6,1978,1,1,2.65,
California,6,1978,1,2,2.65,
California,6,1978,1,3,2.65,
California,6,1978,2,4,2.65,
California,6,1978,2,5,2.65,
California,6,1978,2,6,2.65,
California,6,1978,3,7,2.65,
California,6,1978,3,8,2.65,
California,6,1978,3,9,2.65,
California,6,1978,4,10,2.65,
California,6,1978,4,11,2.65,
California,6,1978,4,12,2.65,
California,6,1979,1,1,2.9,
California,6,1979,1,2,2.9,
California,6,1979,1,3,2.9,
California,6,1979,2,4,2.9,
California,6,1979,2,5,2.9,
California,6,1979,2,6,2.9,
California,6,1979,3,7,2.9,
California,6,1979,3,8,2.9,
California,6,1979,3,9,2.9,
California,6,1979,4,10,2.9,
California,6,1979,4,11,2.9,
California,6,1979,4,12,2.9,
California,6,1980,1,1,3.1,
California,6,1980,1,2,3.1,
California,6,1980,1,3,3.1,
California,6,1980,2,4,3.1,
California,6,1980,2,5,3.1,
California,6,1980,2,6,3.1,
California,6,1980,3,7,3.1,
California,6,1980,3,8,3.1,
California,6,1980,3,9,3.1,
California,6,1980,4,10,3.1,
California,6,1980,4,11,3.1,
California,6,1980,4,12,3.1,
California,6,1981,1,1,3.35,
California,6,1981,1,2,3.35,
California,6,1981,1,3,3.35,
California,6,1981,2,4,3.35,
California,6,1981,2,5,3.35,
California,6,1981,2,6,3.35,
California,6,1981,3,7,3.35,
California,6,1981,3,8,3.35,
California,6,1981,3,9,3.35,
California,6,1981,4,10,3.35,
California,6,1981,4,11,3.35,
California,6,1981,4,12,3.35,
California,6,1982,1,1,3.35,
California,6,1982,1,2,3.35,
California,6,1982,1,3,3.35,
California,6,1982,2,4,3.35,
California,6,1982,2,5,3.35,
California,6,1982,2,6,3.35,
California,6,1982,3,7,3.35,
California,6,1982,3,8,3.35,
California,6,1982,3,9,3.35,
California,6,1982,4,10,3.35,
California,6,1982,4,11,3.35,
California,6,1982,4,12,3.35,
California,6,1983,1,1,3.35,
California,6,1983,1,2,3.35,
California,6,1983,1,3,3.35,
California,6,1983,2,4,3.35,
California,6,1983,2,5,3.35,
California,6,1983,2,6,3.35,
California,6,1983,3,7,3.35,
California,6,1983,3,8,3.35,
California,6,1983,3,9,3.35,
California,6,1983,4,10,3.35,
California,6,1983,4,11,3.35,
California,6,1983,4,12,3.35,
California,6,1984,1,1,3.35,
California,6,1984,1,2,3.35,
California,6,1984,1,3,3.35,
California,6,1984,2,4,3.35,
California,6,1984,2,5,3.35,
California,6,1984,2,6,3.35,
California,6,1984,3,7,3.35,
California,6,1984,3,8,3.35,
California,6,1984,3,9,3.35,
California,6,1984,4,10,3.35,
California,6,1984,4,11,3.35,
California,6,1984,4,12,3.35,
California,6,1985,1,1,3.35,
California,6,1985,1,2,3.35,
California,6,1985,1,3,3.35,
California,6,1985,2,4,3.35,
California,6,1985,2,5,3.35,
California,6,1985,2,6,3.35,
California,6,1985,3,7,3.35,
California,6,1985,3,8,3.35,
California,6,1985,3,9,3.35,
California,6,1985,4,10,3.35,
California,6,1985,4,11,3.35,
California,6,1985,4,12,3.35,
California,6,1986,1,1,3.35,
California,6,1986,1,2,3.35,
California,6,1986,1,3,3.35,
California,6,1986,2,4,3.35,
California,6,1986,2,5,3.35,
California,6,1986,2,6,3.35,
California,6,1986,3,7,3.35,
California,6,1986,3,8,3.35,
California,6,1986,3,9,3.35,
California,6,1986,4,10,3.35,
California,6,1986,4,11,3.35,
California,6,1986,4,12,3.35,
California,6,1987,1,1,3.35,
California,6,1987,1,2,3.35,
California,6,1987,1,3,3.35,
California,6,1987,2,4,3.35,
California,6,1987,2,5,3.35,
California,6,1987,2,6,3.35,
California,6,1987,3,7,3.35,
California,6,1987,3,8,3.35,
California,6,1987,3,9,3.35,
California,6,1987,4,10,3.35,
California,6,1987,4,11,3.35,
California,6,1987,4,12,3.35,
California,6,1988,1,1,3.35,
California,6,1988,1,2,3.35,
California,6,1988,1,3,3.35,
California,6,1988,2,4,3.35,
California,6,1988,2,5,3.35,
California,6,1988,2,6,3.35,
California,6,1988,3,7,4.25,
California,6,1988,3,8,4.25,
California,6,1988,3,9,4.25,
California,6,1988,4,10,4.25,
California,6,1988,4,11,4.25,
California,6,1988,4,12,4.25,
California,6,1989,1,1,4.25,
California,6,1989,1,2,4.25,
California,6,1989,1,3,4.25,
California,6,1989,2,4,4.25,
California,6,1989,2,5,4.25,
California,6,1989,2,6,4.25,
California,6,1989,3,7,4.25,
California,6,1989,3,8,4.25,
California,6,1989,3,9,4.25,
California,6,1989,4,10,4.25,
California,6,1989,4,11,4.25,
California,6,1989,4,12,4.25,
California,6,1990,1,1,4.25,
California,6,1990,1,2,4.25,
California,6,1990,1,3,4.25,
California,6,1990,2,4,4.25,
California,6,1990,2,5,4.25,
California,6,1990,2,6,4.25,
California,6,1990,3,7,4.25,
California,6,1990,3,8,4.25,
California,6,1990,3,9,4.25,
California,6,1990,4,10,4.25,
California,6,1990,4,11,4.25,
California,6,1990,4,12,4.25,
California,6,1991,1,1,4.25,
California,6,1991,1,2,4.25,
California,6,1991,1,3,4.25,
California,6,1991,2,4,4.25,
California,6,1991,2,5,4.25,
California,6,1991,2,6,4.25,
California,6,1991,3,7,4.25,
California,6,1991,3,8,4.25,
California,6,1991,3,9,4.25,
California,6,1991,4,10,4.25,
California,6,1991,4,11,4.25,
California,6,1991,4,12,4.25,
California,6,1992,1,1,4.25,
California,6,1992,1,2,4.25,
California,6,1992,1,3,4.25,
California,6,1992,2,4,4.25,
California,6,1992,2,5,4.25,
California,6,1992,2,6,4.25,
California,6,1992,3,7,4.25,
California,6,1992,3,8,4.25,
California,6,1992,3,9,4.25,
California,6,1992,4,10,4.25,
California,6,1992,4,11,4.25,
California,6,1992,4,12,4.25,
California,6,1993,1,1,4.25,
California,6,1993,1,2,4.25,
California,6,1993,1,3,4.25,
California,6,1993,2,4,4.25,
California,6,1993,2,5,4.25,
California,6,1993,2,6,4.25,
California,6,1993,3,7,4.25,
California,6,1993,3,8,4.25,
California,6,1993,3,9,4.25,
California,6,1993,4,10,4.25,
California,6,1993,4,11,4.25,
California,6,1993,4,12,4.25,
California,6,1994,1,1,4.25,
California,6,1994,1,2,4.25,
California,6,1994,1,3,4.25,
California,6,1994,2,4,4.25,
California,6,1994,2,5,4.25,
California,6,1994,2,6,4.25,
California,6,1994,3,7,4.25,
California,6,1994,3,8,4.25,
California,6,1994,3,9,4.25,
California,6,1994,4,10,4.25,
California,6,1994,4,11,4.25,
California,6,1994,4,12,4.25,
California,6,1995,1,1,4.25,
California,6,1995,1,2,4.25,
California,6,1995,1,3,4.25,
California,6,1995,2,4,4.25,
California,6,1995,2,5,4.25,
California,6,1995,2,6,4.25,
California,6,1995,3,7,4.25,
California,6,1995,3,8,4.25,
California,6,1995,3,9,4.25,
California,6,1995,4,10,4.25,
California,6,1995,4,11,4.25,
California,6,1995,4,12,4.25,
California,6,1996,1,1,4.25,
California,6,1996,1,2,4.25,
California,6,1996,1,3,4.25,
California,6,1996,2,4,4.25,
California,6,1996,2,5,4.25,
California,6,1996,2,6,4.25,
California,6,1996,3,7,4.25,
California,6,1996,3,8,4.25,
California,6,1996,3,9,4.25,
California,6,1996,4,10,4.75,
California,6,1996,4,11,4.75,
California,6,1996,4,12,4.75,
California,6,1997,1,1,4.75,
California,6,1997,1,2,4.75,
